,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16
2767,-0.22303091,0.34771815,-0.31449208,-0.4488462,-0.17499891,-0.46930256,0.389283,0.60648686,-0.21497774,-0.28543982,-0.47169816,0.18303537,0.18240954,-0.03774073,-0.08506801,0.4143683
2768,-0.21209037,0.37085795,-0.31449208,-0.47882253,-0.16488892,-0.499707,0.41602573,0.6490201,-0.20382698,-0.28543982,-0.499601,0.17482245,0.16789536,-0.03774073,-0.08506801,0.44428372
2769,-0.25185582,0.3707544,-0.31449208,-0.48428974,-0.19506533,-0.49650392,0.41543394,0.6510866,-0.23922355,-0.28543982,-0.50120115,0.20267552,0.21591842,-0.03774073,-0.08506801,0.44175816
2770,-0.34407595,0.37016135,-0.31449208,-0.49674982,-0.26532206,-0.48898596,0.41359615,0.6557381,-0.32150814,-0.28543982,-0.5049938,0.2672376,0.32759127,-0.03774073,-0.08506801,0.4356773
2771,-0.31267884,0.39379245,-0.31449208,-0.52449816,-0.23986736,-0.5212943,0.4408676,0.6975922,-0.29187816,-0.28543982,-0.53257287,0.24456914,0.28836727,-0.03774073,-0.08506801,0.46698993
2772,-0.3634037,0.37061357,-0.31449208,-0.5000527,-0.28015247,-0.48771122,0.41359445,0.6571664,-0.33840472,-0.28543982,-0.5062961,0.2806432,0.35089678,-0.03774073,-0.08506801,0.4345767
2773,-0.36993232,0.37106472,-0.31449208,-0.50144947,-0.28508872,-0.48740083,0.41387957,0.65783244,-0.34393775,-0.28543982,-0.50685096,0.28514737,0.35862634,-0.03774073,-0.08506801,0.43433946
2774,-0.44188675,0.3446715,-0.31449208,-0.47591713,-0.34205234,-0.44836748,0.3825227,0.6135381,-0.40972376,-0.28543982,-0.47823924,0.33611423,0.44719225,-0.03774073,-0.08506801,0.3967945
2775,-0.48901665,0.26863986,-0.31449208,-0.37927443,-0.3837277,-0.34821892,0.2947848,0.47629455,-0.4568232,-0.28543982,-0.3878062,0.37107027,0.50842685,-0.03774073,-0.08506801,0.29870334
2776,-0.46982965,0.2956389,-0.31449208,-0.4128773,-0.36681747,-0.383355,0.3259365,0.52386534,-0.43756375,-0.28543982,-0.41905016,0.35694212,0.48336828,-0.03774073,-0.08506801,0.333165
2777,-0.48856416,0.24656023,-0.31449208,-0.34913227,-0.3856546,-0.31934622,0.26871115,0.43408978,-0.4571946,-0.28543982,-0.36066848,0.37099066,0.50919914,-0.03774073,-0.08506801,0.26972756
2778,-0.43589228,0.3460884,-0.31449208,-0.4763588,-0.33707073,-0.44938987,0.3840131,0.6140518,-0.40357462,-0.28543982,-0.47843468,0.3318317,0.43922055,-0.03774073,-0.08506801,0.39783707
2779,-0.44089934,0.3730661,-0.31449208,-0.5138978,-0.3394586,-0.4828579,0.4141997,0.6632867,-0.40577847,-0.28543982,-0.5117642,0.33434194,0.44403514,-0.03774073,-0.08506801,0.4304526
2780,-0.8077578,0.19169644,-0.30177942,-0.32060897,-0.6329416,-0.22649223,0.20187555,0.3535928,-0.74574214,-0.28543982,-0.30981213,0.59584737,0.89875054,0.37034684,0.5009648,0.18279392
2781,-0.6389192,0.29530832,-0.31449208,-0.4370271,-0.49643356,-0.3701487,0.32262245,0.5332538,-0.58794427,-0.28543982,-0.4274313,0.47494298,0.68846333,-0.03774073,0.03423886,0.32201558
2782,-0.53190523,0.34615862,-0.31449208,-0.49071744,-0.41127616,-0.44218132,0.38192275,0.6198102,-0.48877943,-0.28543982,-0.48406678,0.39859962,0.55603164,-0.03774073,-0.08506801,0.39139032
2783,-0.62976205,0.16711375,-0.27274898,-0.26223397,-0.50066006,-0.20825844,0.17486057,0.2973084,-0.5883254,-0.28543982,-0.27241594,0.4714175,0.68541765,0.027601387,0.14296313,0.16139734
2784,-0.4871261,0.34622028,-0.31449208,-0.4841096,-0.3766446,-0.44558126,0.38298795,0.6171826,-0.44898596,-0.28543982,-0.48147634,0.3674524,0.5015075,-0.03774073,-0.08506801,0.39443955
2785,-0.3927501,0.44938976,-0.31449208,-0.6101318,-0.29603928,-0.58295465,0.5028413,0.80029386,-0.35764882,-0.28543982,-0.60122806,0.29893765,0.38079122,-0.03774073,-0.08506801,0.52905047
2786,-0.26083818,0.45034406,-0.31449208,-0.5924579,-0.19559991,-0.593774,0.50551564,0.7937384,-0.23988259,-0.28543982,-0.5959388,0.20655303,0.22106184,-0.03774073,-0.08506801,0.53776795
2787,-0.35204515,0.42310727,-0.31449208,-0.56811076,-0.26617956,-0.5525394,0.4739214,0.7494798,-0.32332987,-0.28543982,-0.5664229,0.27145043,0.3324115,-0.03774073,-0.08506801,0.49905467
2788,-0.35206372,0.42317176,-0.31449208,-0.5681741,-0.26617807,-0.55256397,0.4739826,0.7495204,-0.32330868,-0.28543982,-0.56644875,0.27145818,0.33240327,-0.03774073,-0.08506801,0.4990822
2789,-0.40326077,0.42317465,-0.31449208,-0.57579803,-0.30575514,-0.5487061,0.47283494,0.7525697,-0.36876264,-0.28543982,-0.56943864,0.30706364,0.39470693,-0.03774073,-0.08506801,0.49562916
2790,-0.40448254,0.4235914,-0.31449208,-0.5769043,-0.30748188,-0.5490281,0.4726049,0.75325364,-0.36955896,-0.28543982,-0.5706925,0.30759585,0.39662418,-0.03774073,-0.08506801,0.49542803
2791,-0.4424392,0.34660423,-0.31449208,-0.47781903,-0.34200525,-0.44910416,0.38435948,0.6147586,-0.40908635,-0.28543982,-0.4790154,0.33634347,0.4469416,-0.03774073,-0.08506801,0.39762762
2792,-0.55593425,0.27011412,-0.31449208,-0.39080104,-0.43539125,-0.34385094,0.2944913,0.48130214,-0.51536095,-0.28543982,-0.39262095,0.41739613,0.5893691,-0.03774073,-0.08506801,0.2947501
2793,-0.5991069,0.19387732,-0.3095987,-0.29355332,-0.47435254,-0.24400003,0.20644559,0.34381527,-0.55905145,-0.28543982,-0.30221844,0.44952184,0.64609563,-0.03774073,0.0007070051,0.19673117
2794,-0.47985882,0.22131729,-0.31449208,-0.31374025,-0.38175118,-0.28734803,0.23906477,0.38641122,-0.4506044,-0.28543982,-0.32983497,0.3652013,0.50031424,-0.03774073,-0.08506801,0.23753032
2795,-0.5658883,0.19449674,-0.3110701,-0.28954634,-0.44911066,-0.24691735,0.20738365,0.34245518,-0.5291665,-0.28543982,-0.30119902,0.4261804,0.6057935,-0.03774073,-0.07717498,0.19904727
2796,-0.5724351,0.19501257,-0.31133687,-0.29100657,-0.45404518,-0.24663173,0.20773011,0.3431621,-0.53467816,-0.28543982,-0.30177984,0.43069217,0.6135144,-0.03774073,-0.06102053,0.1988378
2797,-0.7394038,0.08921156,-0.16469401,-0.17209233,-0.59089226,-0.100171156,0.08319663,0.15959758,-0.69053763,-0.27398264,-0.18291578,0.5497742,0.82249606,0.37065437,0.4980668,0.05589188
2798,-0.7910436,0.009888618,-0.057290666,-0.07197895,-0.63663477,0.0041164123,-0.008523208,0.017561281,-0.7420816,-0.14367253,-0.08948274,0.5879066,0.8896664,0.54549015,0.6797498,-0.04633975
2799,-0.6873611,0.06418237,-0.13237253,-0.13009565,-0.55284494,-0.071361326,0.05512941,0.109234005,-0.6453756,-0.22856142,-0.14895312,0.51401746,0.7603494,0.22831134,0.35687548,0.026919268
2800,-0.73700064,0.015139637,-0.0649348,-0.07045324,-0.59467983,-0.004791569,-0.0021545407,0.020965103,-0.69246984,-0.147882,-0.09136745,0.5498406,0.8231441,0.383148,0.51848745,-0.038280793
2801,-0.7388719,-0.015591547,-0.024542106,-0.02953857,-0.59859824,0.033098076,-0.037019,-0.033087023,-0.697068,-0.09791193,-0.05533906,0.55209625,0.82757795,0.40817338,0.54248154,-0.07550671
2802,-0.7020239,0.4238408,-0.31449208,-0.6198349,-0.53478104,-0.5259632,0.46796176,0.7700526,-0.6337232,-0.28543982,-0.5850922,0.51535743,0.7567149,0.040806856,0.15598616,0.47638324
2803,-0.9151103,0.49898303,-0.31449208,-0.7524254,-0.6912405,-0.60523754,0.55120665,0.920937,-0.8183435,-0.28543982,-0.6866264,0.66248536,1.010272,0.5377763,0.6639348,0.5576396
2804,-0.820911,0.54782265,-0.31449208,-0.8043567,-0.6135346,-0.6746739,0.61029977,1.0058368,-0.7318806,-0.28543982,-0.73982906,0.59616226,0.8922977,0.14868088,0.27246705,0.6262654
2805,-0.7054427,0.5478875,-0.31449208,-0.78811586,-0.52573025,-0.6838136,0.6119541,0.9995953,-0.629248,-0.28543982,-0.7348167,0.51537955,0.7527946,-0.03774073,-0.012541282,0.6335751
2806,-0.6002024,0.54770654,-0.31449208,-0.77298886,-0.44559807,-0.6920011,0.61334395,0.99369305,-0.53585494,-0.28543982,-0.72996604,0.44182438,0.62564605,-0.03774073,-0.08506801,0.64018613
2807,-0.41628516,0.4714178,-0.31449208,-0.6434839,-0.31167412,-0.6099846,0.5285472,0.84372205,-0.37781665,-0.28543982,-0.6293527,0.31516913,0.4079245,-0.03774073,-0.08506801,0.55654734
2808,-0.6221013,-0.12351782,0.1130041,0.13274777,-0.51655453,0.15663633,-0.15627795,-0.23192658,-0.60374343,0.084324285,0.07925129,0.4743371,0.6931879,0.07242676,0.19991417,-0.19780882
2809,-0.6749231,-0.20462872,0.22120269,0.23561005,-0.56158566,0.26230758,-0.24833198,-0.24250852,-0.65748596,0.2172181,0.17568848,0.51409775,0.7611821,0.1405696,0.27931044,-0.30021074
2810,-0.6608094,-0.09596659,0.07583173,0.09038242,-0.54213256,0.123824455,-0.12356376,-0.17847848,-0.6371654,0.036406487,0.045144066,0.50141,0.73776805,0.045675196,0.17888269,-0.16383405
2811,-0.55016464,-0.17897001,0.18296759,0.21827516,-0.46457162,0.21942577,-0.21689229,-0.24250852,-0.545216,0.17889114,0.1497607,0.42627713,0.6091256,-0.03774073,-0.05016512,-0.25963786
2812,-0.5684432,-0.28616282,0.32537574,0.36116552,-0.4859312,0.35548568,-0.33881497,-0.24250852,-0.56991756,0.356746,0.2788627,0.44234625,0.63719153,-0.03774073,-0.010151823,-0.39287144
2813,-0.6357659,-0.019074578,-0.029279722,-0.010160035,-0.5154829,0.023094911,-0.0333641,-0.037181545,-0.6107595,-0.09209469,-0.04652114,0.48263216,0.70265704,-0.03774073,-0.016921146,-0.06377688
2814,-0.43692887,0.1636566,-0.2783754,-0.22989877,-0.3503069,-0.2232179,0.1782213,0.28579718,-0.42073566,-0.28543982,-0.259099,0.33856764,0.4518432,-0.03774073,-0.08506801,0.17602235
2815,-0.48596427,0.21230006,-0.31449208,-0.30314472,-0.3836711,-0.28186128,0.23370779,0.37922102,-0.46154395,-0.28543982,-0.3209288,0.37178016,0.50848407,-0.03774073,-0.08506801,0.23479326
2816,-0.40512058,0.21280622,-0.31449208,-0.29265097,-0.32281968,-0.28865093,0.23480599,0.37543,-0.38938025,-0.28543982,-0.31844825,0.3149475,0.41111684,-0.03774073,-0.08506801,0.23986313
2817,-0.36880505,0.1099698,-0.2087386,-0.1481971,-0.30349192,-0.16159053,0.11740618,0.18521757,-0.36442748,-0.28543982,-0.19255789,0.29216567,0.37346599,-0.03774073,-0.08506801,0.11381194
2818,-0.5315946,-0.07329039,0.039750002,0.077228315,-0.441226,0.08213625,-0.0940757,-0.14011362,-0.5227397,0.0012564112,0.021987334,0.41110805,0.58087355,-0.03774073,-0.08506801,-0.123895325
2819,-0.5690304,-0.15263698,0.14695694,0.17912368,-0.4765836,0.18519863,-0.18589996,-0.24250852,-0.56165624,0.13190487,0.115577325,0.43917468,0.63118905,-0.03774073,-0.035401948,-0.22538345
2820,-0.54343134,-0.043236926,0.0008916389,0.034379,-0.44895515,0.04530648,-0.06076891,-0.0853067,-0.5306625,-0.049453326,-0.01560263,0.418156,0.59407467,-0.03774073,-0.08506801,-0.08820577
2821,-0.53898233,-0.019774696,-0.030598534,0.003132782,-0.44378445,0.01526139,-0.03386357,-0.042188976,-0.52508706,-0.088707045,-0.0440085,0.41443184,0.5873067,-0.03774073,-0.08506801,-0.058583084
2822,-0.52501434,-0.18126073,0.18469833,0.2236437,-0.44657567,0.21820663,-0.21912022,-0.24250852,-0.5241777,0.18125322,0.1510886,0.40868554,0.5802417,-0.03774073,-0.05640064,-0.25927898
2823,-0.64460635,-0.2614129,0.29443148,0.31548655,-0.543283,0.32844234,-0.3119577,-0.24250852,-0.6366278,0.30996776,0.24291807,0.49471095,0.7292449,0.11615613,0.24676098,-0.36585638
2824,-0.43255708,-0.289869,0.3271423,0.38362068,-0.3853999,0.348143,-0.34264502,-0.24250852,-0.4497564,0.36613172,0.28578946,0.34668455,0.4751951,-0.03774073,-0.08506801,-0.3890534
2825,-0.5005893,-0.31737635,0.36490604,0.41149497,-0.4384256,0.38765773,-0.37417772,-0.24250852,-0.5127706,0.4089902,0.31642175,0.3953918,0.55868083,-0.03774073,-0.065504685,-0.42642707
2826,-0.70231223,-0.26206085,0.2963692,0.30839318,-0.5865772,0.333463,-0.31287208,-0.24250852,-0.6883158,0.30855316,0.24150214,0.5353686,0.7987314,0.2140684,0.35106015,-0.3695312
2827,-0.66735286,0.0064459923,-0.06250742,-0.049929027,-0.538186,-0.007618709,-0.0047679595,0.012503192,-0.6374427,-0.1372507,-0.08016007,0.50393385,0.7400945,-0.03774073,0.08878873,-0.033406842
2828,-0.63934165,0.1091569,-0.20021933,-0.18557572,-0.5092912,-0.13988726,0.11295492,0.19940129,-0.6052805,-0.28543982,-0.20395021,0.48151556,0.70057076,-0.03774073,-0.0030838437,0.09641735
2829,-0.47061357,0.21315525,-0.31449208,-0.3023741,-0.37277383,-0.2836909,0.23406906,0.3793062,-0.44735533,-0.28543982,-0.32172453,0.36065695,0.49023357,-0.03774073,-0.08506801,0.2358056
2830,-0.619768,0.10627365,-0.19725789,-0.17854941,-0.49405092,-0.13756353,0.11030529,0.19318874,-0.5881345,-0.28543982,-0.19901983,0.4680994,0.6765833,-0.03774073,-0.08445663,0.09428995
2831,-0.6182474,0.08588629,-0.16979845,-0.1507075,-0.49466875,-0.11184459,0.08680683,0.15488072,-0.5880653,-0.26796082,-0.17412688,0.46745992,0.676162,-0.03774073,-0.068234324,0.068604484
2832,-0.61283,0.05693564,-0.13108929,-0.11073883,-0.4931056,-0.07538545,0.05340872,0.10172568,-0.58512306,-0.2193249,-0.13903965,0.46431452,0.67129534,-0.03774073,-0.049655568,0.03246789
2833,-0.5532876,0.1628489,-0.27384037,-0.24610473,-0.43986621,-0.2139581,0.17523476,0.29199025,-0.52454704,-0.28543982,-0.26489955,0.41974512,0.5934139,-0.03774073,-0.08506801,0.16801158
2834,-0.66255325,0.10955627,-0.19993335,-0.18922956,-0.5268421,-0.13821642,0.1130158,0.20090996,-0.62567127,-0.28543982,-0.2051183,0.4977211,0.7284181,-0.03774073,0.05033049,0.09513324
2835,-0.6562478,0.030043678,-0.093674235,-0.08119865,-0.5293106,-0.03863023,0.021414278,0.055899642,-0.6258031,-0.17722079,-0.109932855,0.4950963,0.72621036,0.015760526,0.13500097,-0.0037847224
2836,-0.4857283,-0.26035425,0.28900227,0.33672163,-0.42256144,0.31538427,-0.30897838,-0.24250852,-0.49482843,0.3154865,0.24906012,0.38337457,0.53706825,-0.03774073,-0.08506801,-0.35547647
2837,-0.5093837,-0.2599288,0.286347,0.33423913,-0.43684295,0.31567106,-0.3055649,-0.24250852,-0.5172744,0.3142298,0.25028855,0.40134156,0.5638404,-0.03774073,-0.08506801,-0.35309738
2838,-0.361079,-0.50210166,0.603903,0.68383193,-0.34194252,0.6094353,-0.5796673,-0.24250852,-0.40358442,0.72465026,0.55020064,0.30449718,0.39826995,-0.03774073,-0.08506801,-0.6440906
2839,-0.31232414,-0.5023092,0.6025475,0.69110763,-0.3045984,0.60576206,-0.57897097,-0.24250852,-0.36040315,0.72701156,0.5527862,0.27051184,0.33924577,-0.03774073,-0.08506801,-0.6409966
2840,-0.34570834,-0.5363073,0.64804053,0.7318051,-0.33286303,0.6499805,-0.6179998,-0.24250852,-0.39343673,0.7806445,0.59091014,0.29491115,0.38204607,-0.03774073,-0.08506801,-0.68396974
2841,-0.45713344,-0.563835,0.68760216,0.7528844,-0.4200281,0.6926101,-0.65092826,-0.24250852,-0.49495915,0.82100743,0.6183357,0.37360874,0.51876867,-0.03774073,-0.08506801,-0.7244847
2842,-0.44409063,-0.64610094,0.7971435,0.8659084,-0.4171477,0.7954352,-0.7453435,-0.24250852,-0.48926616,0.9585267,0.7176519,0.36648473,0.5081328,-0.03774073,-0.08506801,-0.8263377
2843,-0.5269168,-0.56651247,0.6941493,0.7455285,-0.47528878,0.7011758,-0.65639085,-0.24250852,-0.5569538,0.8214099,0.6162668,0.42184725,0.6044763,-0.03774073,-0.043048434,-0.7330593
2844,-0.71334493,-0.6535085,0.81437516,0.8368388,-0.6234152,0.82456297,-0.7577394,-0.24250852,-0.72985363,0.9576807,0.71252495,0.55492896,0.8347873,0.2775413,0.43198824,-0.85142565
2845,-0.3435272,-0.04908719,0.0011228067,0.07015576,-0.2965127,0.034822546,-0.06320738,-0.103484675,-0.3550646,-0.03344955,-0.00070643,0.27909088,0.3530966,-0.03774073,-0.08506801,-0.08001251
2846,-0.6316453,-0.34334782,0.3998468,0.42805102,-0.5375947,0.4270955,-0.40238982,-0.24250852,-0.6339409,0.444471,0.34185696,0.48910686,0.71849155,-0.017735092,0.11503077,-0.4617347
2847,-0.6112509,-0.36959913,0.43443567,0.46648738,-0.5243127,0.45878303,-0.43233752,-0.24250852,-0.61759096,0.48923904,0.3744424,0.4754582,0.69544333,-0.03774073,0.087687664,-0.49339336
2848,-0.6440693,-0.23682751,0.2587369,0.28175545,-0.5392502,0.29386675,-0.2811991,-0.24250852,-0.6369364,0.2661697,0.21224353,0.49472818,0.72748137,-0.00023820448,0.1276802,-0.33056918
2849,-0.6028594,-1.0112903,1.2849131,1.3360145,-0.5670343,1.264218,-1.1640126,-0.24250852,-0.66048014,1.5544181,1.1460117,0.48799816,0.72242993,0.15246089,0.3086115,-1.2849313
2850,-0.49698678,-0.9812967,1.2418932,1.3109211,-0.48348847,1.2186222,-1.1279176,-0.24250852,-0.5639439,1.5097277,1.115657,0.41328308,0.5922016,-0.03774073,-0.008525709,-1.2412244
2851,-0.35779133,-0.9155185,1.1507918,1.2420409,-0.37210327,1.1254554,-1.050755,-0.24250852,-0.43483597,1.4072828,1.0438094,0.31410265,0.41993833,-0.03774073,-0.08506801,-1.1515944
2852,-0.37546757,-0.8275411,1.0340466,1.1203315,-0.37850195,1.0154859,-0.95011723,-0.24250852,-0.44422504,1.2599077,0.93700933,0.32415494,0.43636355,-0.03774073,-0.08506801,-1.0430806
2853,-0.28110632,-0.82411915,1.0270287,1.1292263,-0.30641738,1.0041114,-0.94499356,-0.24250852,-0.35985363,1.2586535,0.9375009,0.2580062,0.32206818,-0.03774073,-0.08506801,-1.0333292
2854,-0.36670566,-0.854015,1.0688416,1.1577775,-0.37338266,1.0483857,-0.9799379,-0.24250852,-0.43837845,1.3048342,0.97002333,0.31889835,0.42694873,-0.03774073,-0.08506801,-1.0753177
2855,-0.38819325,-0.82779795,1.0347338,1.1186787,-0.38840258,1.0165485,-0.950649,-0.24250852,-0.45567358,1.2594719,0.9363651,0.33302575,0.45197296,-0.03774073,-0.08506801,-1.0440547
2856,-0.34054974,-0.79401714,0.98922765,1.079954,-0.34975767,0.9711786,-0.9119081,-0.24250852,-0.41007626,1.2063227,0.89847594,0.29853776,0.3923429,-0.03774073,-0.08506801,-1.0004216
2857,-0.3131106,-0.70769304,0.8740647,0.9670281,-0.32234353,0.86070186,-0.81317174,-0.24250852,-0.3788486,1.064242,0.7959203,0.2768384,0.35415867,-0.03774073,-0.08506801,-0.89226836
2858,-0.07717988,-0.5006553,0.59411716,0.72031856,-0.12794809,0.58342165,-0.57498115,-0.24250852,-0.15187201,0.7315307,0.55774784,0.10536436,0.05719351,-0.03774073,-0.08506801,-0.62387
2859,-0.040077876,-0.07300434,0.023737911,0.1458904,-0.06672316,0.041022934,-0.08563383,-0.16402578,-0.08738506,0.019389225,0.042442113,0.06777248,-0.012522271,-0.03774073,-0.08506801,-0.09008635
2860,0.05434427,-0.15224136,0.12640387,0.26713368,-0.00041606923,0.13402055,-0.17459086,-0.24250852,-0.009151534,0.15625028,0.143347,0.0040331027,-0.122516155,-0.03774073,-0.08506801,-0.18273045
2861,0.15285921,-0.2051984,0.19401455,0.35302684,0.070661195,0.1932274,-0.23362395,-0.24250852,0.07453526,0.24895974,0.21206267,-0.06337399,-0.2386462,-0.03774073,-0.08506801,-0.24235706
2862,0.13939615,0.109269954,-0.22493263,-0.07541375,0.08484622,-0.20323613,0.12608145,0.15923278,0.08510498,-0.27745804,-0.16938688,-0.062315572,-0.24060246,-0.03774073,-0.08506801,0.14871103
2863,0.16112064,0.036339723,-0.12781659,0.026628759,0.09545902,-0.11241055,0.04258753,0.023427244,0.09954347,-0.15405,-0.079827875,-0.075743526,-0.26246923,-0.03774073,-0.08506801,0.05850582
2864,0.19864115,0.060936656,-0.16126625,-0.0011174096,0.12588416,-0.14556946,0.07092065,0.06551038,0.13517381,-0.19289337,-0.107421175,-0.10274804,-0.28269124,-0.03774073,-0.08506801,0.09066671
2865,0.30494162,0.008020652,-0.09369131,0.0855415,0.20240076,-0.08713007,0.011700959,-0.036868,0.2258274,-0.1002089,-0.038948014,-0.17576246,-0.28269124,-0.03774073,-0.08506801,0.031379588
2866,0.29851797,0.062021725,-0.16494814,0.011664553,0.20159104,-0.1540269,0.07300046,0.06094237,0.22457385,-0.18991727,-0.104052365,-0.1728639,-0.28269124,-0.03774073,-0.08506801,0.09728186
2867,0.28549114,0.03585963,-0.12955913,0.045396313,0.1896484,-0.119692214,0.04278804,0.013519019,0.21127239,-0.14648063,-0.07277093,-0.16308711,-0.28269124,-0.03774073,-0.08506801,0.063612714
2868,0.32884577,0.037046738,-0.1317887,0.050200447,0.22257036,-0.12368429,0.04429657,0.012022963,0.25050315,-0.14579223,-0.07171897,-0.19361795,-0.28269124,-0.03774073,-0.08506801,0.06676623
2869,0.32866162,0.03769104,-0.13239904,0.049566407,0.22258593,-0.1239299,0.044908945,0.012429853,0.25071552,-0.14627716,-0.071977675,-0.19354148,-0.28269124,-0.03774073,-0.08506801,0.067044094
2870,0.28316656,0.114546955,-0.2334655,-0.06093126,0.19403917,-0.2171006,0.13215603,0.15521997,0.21599792,-0.2763638,-0.16677259,-0.16376746,-0.28269124,-0.03774073,-0.08506801,0.15966517
2871,0.30285475,0.09233741,-0.20360124,-0.027803393,0.20695043,-0.18962553,0.10639017,0.11179044,0.23262921,-0.23741485,-0.13846189,-0.17721441,-0.28269124,-0.03774073,-0.08506801,0.13192882
2872,0.2610647,0.115954176,-0.23390923,-0.06572347,0.17700388,-0.21608351,0.13280526,0.15751867,0.19721082,-0.27867833,-0.16894513,-0.14860398,-0.28269124,-0.03774073,-0.08506801,0.15870564
2873,0.10760675,0.2412223,-0.31449208,-0.2576664,0.070071824,-0.3631987,0.27439418,0.3968613,0.0692006,-0.28543982,-0.3282395,-0.044427548,-0.21104471,-0.03774073,-0.08506801,0.30622157
2874,-0.043992322,0.08826033,-0.1884306,-0.07207019,-0.057824984,-0.15821795,0.09677024,0.12523499,-0.07643142,-0.24639069,-0.15037468,0.065433756,-0.018366637,-0.03774073,-0.08506801,0.10576551
2875,-0.04428687,0.08929111,-0.18940711,-0.0730847,-0.057799883,-0.15861094,0.09774986,0.12588605,-0.07609157,-0.24716653,-0.15078872,0.065556124,-0.018500196,-0.03774073,-0.08506801,0.10620995
2876,-0.005728952,0.1426452,-0.26160458,-0.13965644,-0.02399535,-0.22863752,0.15944108,0.22062121,-0.037785232,-0.28543982,-0.21301799,0.037223406,-0.06853363,-0.03774073,-0.08506801,0.17485583
2877,-0.10610742,0.19076923,-0.31449208,-0.21916933,-0.09570353,-0.28279135,0.21427898,0.31618986,-0.12455731,-0.28543982,-0.27594152,0.10665818,0.049789123,-0.03774073,-0.08506801,0.2304389
2878,-0.0986234,0.4199945,-0.31449208,-0.52867645,-0.07155738,-0.5729428,0.4771689,0.7356389,-0.1016094,-0.28543982,-0.5527676,0.095583655,0.02682613,-0.03774073,-0.08506801,0.5170036
2879,0.07477254,0.4722766,-0.31449208,-0.57454264,0.06408847,-0.6508838,0.5385291,0.8195975,0.057389244,-0.28543982,-0.6074417,-0.027419621,-0.1862349,-0.03774073,-0.08506801,0.59109384
2880,0.034963842,0.44536608,-0.31449208,-0.5437383,0.031847972,-0.6140649,0.50739956,0.77307177,0.019841958,-0.28543982,-0.57675433,0.0012325958,-0.13654213,-0.03774073,-0.08506801,0.5554849
2881,0.021832893,0.4465266,-0.31449208,-0.5467854,0.021981874,-0.61354256,0.5082148,0.7745665,0.008860866,-0.28543982,-0.5779676,0.010271541,-0.1211164,-0.03774073,-0.08506801,0.5551215
2882,-0.029622193,0.44743142,-0.31449208,-0.555297,-0.017573385,-0.6100287,0.5079244,0.77818555,-0.036295738,-0.28543982,-0.58131975,0.04598411,-0.05892956,-0.03774073,-0.08506801,0.5520571
2883,-0.2698172,0.4221349,-0.31449208,-0.55511147,-0.20160447,-0.560409,0.47657263,0.7464344,-0.2524464,-0.28543982,-0.5615413,0.21503928,0.23288253,-0.03774073,-0.08506801,0.5070293
2884,-0.094961524,0.4742009,-0.31449208,-0.6009114,-0.06547294,-0.63853705,0.5373578,0.8304098,-0.092247896,-0.28543982,-0.6167284,0.09084882,0.018567877,-0.03774073,-0.08506801,0.5809164
2885,-0.043163884,0.49851644,-0.31449208,-0.62662214,-0.024669185,-0.6728229,0.56534183,0.8717071,-0.04407524,-0.28543982,-0.64406145,0.05374805,-0.045390498,-0.03774073,-0.08506801,0.61370975
2886,-0.17006227,0.49752042,-0.31449208,-0.64315563,-0.1206535,-0.66220057,0.563141,0.87770164,-0.15744483,-0.28543982,-0.6483606,0.14283878,0.107838064,-0.03774073,-0.08506801,0.60551596
2887,-0.16994537,0.5240697,-0.31449208,-0.6791737,-0.11859581,-0.695718,0.5934337,0.9261313,-0.15537941,-0.28543982,-0.6805447,0.14200927,0.10620203,-0.03774073,-0.08506801,0.63848853
2888,-0.21228868,0.49727657,-0.31449208,-0.6490345,-0.15306155,-0.65883744,0.5621593,0.87994677,-0.19509308,-0.28543982,-0.6503911,0.17231995,0.1591328,-0.03774073,-0.08506801,0.602659
2889,-0.1783963,0.4750432,-0.31449208,-0.61412454,-0.12976527,-0.6325875,0.536289,0.83589405,-0.1658343,-0.28543982,-0.6219234,0.14880712,0.11970289,-0.03774073,-0.08506801,0.5756662
2890,-0.041472446,0.4769935,-0.31449208,-0.59717447,-0.026091462,-0.6444319,0.5394277,0.83000755,-0.042991683,-0.28543982,-0.61774695,0.05257288,-0.04597217,-0.03774073,-0.08506801,0.5848642
2891,-0.0025645548,0.50059414,-0.31449208,-0.623244,0.006046397,-0.677048,0.56744015,0.8710407,-0.0067559783,-0.28543982,-0.6438537,0.024967385,-0.09495149,-0.03774073,-0.08506801,0.6169766
2892,-0.07576351,0.52758026,-0.31449208,-0.6698777,-0.047286086,-0.70488715,0.5973052,0.9236294,-0.069590144,-0.28543982,-0.6791232,0.0754701,-0.008412272,-0.03774073,-0.08506801,0.64560723
2893,0.0084113395,0.5300722,-0.31449208,-0.660935,0.016332755,-0.7128098,0.6001775,0.9209789,0.0067048236,-0.28543982,-0.67755336,0.01606677,-0.11057181,-0.03774073,-0.08506801,0.6516942
2894,-0.47527957,0.5507229,-0.31449208,-0.7582969,-0.35005584,-0.7031244,0.61783415,0.98882115,-0.4230907,-0.28543982,-0.7258785,0.35413507,0.4734376,-0.03774073,-0.08506801,0.64936095
